,no_suivi,no_rapport,type_rapport,date_envoi,crc,titre,note,type_etablissement,lat,long,ville,departement
706,2015-27,jf00150590.html,Rapport d'observations définitives,02/07/2015,CRC Bretagne,Commune - Dinan - Dinan (Côtes-d'Armor),-70,Commune,48.4557709953,-2.04816149693,Dinan,Côtes-d'Armor
707,,jf00150595.html,Rapport d'observations définitives,09/06/2015,CRC Basse-Normandie Haute-Normandie,Commune - Notre-Dame-de-Bondeville -  (Seine-Maritime),-38,Commune,49.48552,1.049502,Notre-Dame-de-Bondeville,Seine-Maritime
708,2015-33,jf00150618.html,Rapport d'observations définitives,29/07/2015,CRC Bretagne,Etablissement hospitalier public - Centre hospitalier de Lannion - Lannion (Côtes-d'Armor),-327,Etablissement hospitalier public,48.7433496707,-3.46159799691,Lannion,Côtes-d'Armor
709,,jf00150641.html,Rapport d'observations définitives,21/08/2015,CRC Ile-de-France,Etablissement hospitalier public - Centre hospitalier François Quesnay - Mantes-la-Jolie (Yvelines),-660,Etablissement hospitalier public,48.9981665392,1.69337806821,Mantes-la-Jolie,Yvelines
710,2015-25,jf00150696.html,Rapport d'observations définitives,23/06/2015,CRC Bretagne,Commune - Chantepie - Chantepie (Ille-et-Vilaine),-111,Commune,48.0817134724,-1.6038253094,Chantepie,Ille-et-Vilaine
711,2015-022,jf00150711.html,Rapport d'observations définitives,14/09/2015,CRC Midi-Pyrénées,Commune - Nohic - Nohic (Tarn-et-Garonne),31,Commune,43.888094629399994,1.43765103909,Nohic,Tarn-et-Garonne
712,2015-29,jf00150792.html,Rapport d'observations définitives,08/07/2015,CRC Bretagne,Association - Association de gestion de l'abbaye de Beauport - Paimpol (Côtes-d'Armor),-87,Association,48.7733386239,-3.05459397042,Paimpol,Côtes-d'Armor
713,,jf00150849.html,Rapport d'observations définitives,21/09/2015,CRC Provence-Alpes-Côte d'Azur,Société d'économie mixte - Société Industrielle et Financière de Parkings (SOFIPARK) - Nice (Alpes-Maritimes),-34,Société d'économie mixte,43.711999266099994,7.23826889465,Nice,Alpes-Maritimes
714,2015-38,jf00150850.html,Rapport d'observations définitives,04/09/2015,CRC Bretagne,"Office public d'habitations à  loyer modéré - Office public de l'habitat de Saint-Brieuc Agglomération ""Terre et Baie Habitat"" - Saint-Brieuc (Côtes-d'Armor)",-155,Office public d'habitations à  loyer modéré,48.514980605299996,-2.76154552773,Saint-Brieuc,Côtes-d'Armor
715,NPR201549,jf00150854.html,Rapport d'observations définitives,31/07/2015,CRC Nord-Pas-de-Calais Picardie,"Syndicat intercommunal - Syndicat inter arrondissement de valorisation et d'élimination des déchets ""SIAVED"" - Douchy-les-Mines (Nord)",-73,Syndicat intercommunal,50.2994352925,3.38947295524,Douchy-les-Mines,Nord
716,NPR201551,jf00150856.html,Rapport d'observations définitives,15/09/2015,CRC Nord-Pas-de-Calais Picardie,Commune - Le Portel -  (Pas-de-Calais),-47,Commune,50.7074209,1.5767719999999998,Le Portel,Pas-de-Calais
717,,jf00150897.html,Rapport d'observations définitives,01/06/2015,CRC Basse-Normandie Haute-Normandie,Communauté de communes - Communauté de communes du Pays de Falaise - Falaise (Calvados),-220,Communauté de communes,48.895780028100006,-0.193401711782,Falaise,Calvados
718,,jf00150898.html,Rapport d'observations définitives,15/09/2015,CRC Basse-Normandie Haute-Normandie,Association - Association Eureka - Alençon (Orne),-163,Association,48.4318193082,0.0915406916107,Alençon,Orne
719,2015-32,jf00150941.html,Rapport d'observations définitives,27/07/2015,CRC Bretagne,Etablissement hospitalier public - Centre hospitalier de Lesneven - Brest (Finistère),-84,Etablissement hospitalier public,48.4004997828,-4.502790785299999,Brest,Finistère
720,2015-34,jf00150942.html,Rapport d'observations définitives,12/08/2015,CRC Bretagne,Etablissement hospitalier public - Centre hospitalier de Port-Louis/Riantec - Lorient (Morbihan),-112,Etablissement hospitalier public,47.75004869470001,-3.37823200917,Lorient,Morbihan
721,2015-023,jf00150945.html,Rapport d'observations définitives,15/09/2015,CRC Midi-Pyrénées,Société d'économie mixte - Societe d'economie mixte d'amenagement de Tarn-et-Garonne (SEMATEG) - Montauban (Tarn-et-Garonne),-181,Société d'économie mixte,44.0222594578,1.36408636501,Montauban,Tarn-et-Garonne
722,2015-024,jf00150962.html,Rapport d'observations définitives,25/09/2015,CRC Midi-Pyrénées,Commune - Cugnaux - Cugnaux (Haute-Garonne),-95,Commune,43.5449211242,1.34286223759,Cugnaux,Haute-Garonne
723,,jf00151007.html,Rapport d'observations définitives,22/05/2015,CRC Basse-Normandie Haute-Normandie,Commune - Commune de Bonsecours - Bonsecours (Seine-Maritime),-184,Commune,49.4260269307,1.12943386715,Bonsecours,Seine-Maritime
724,2015-39,jf00151012.html,Rapport d'observations définitives,07/09/2015,CRC Bretagne,Communauté de communes - Communauté intercommunale pour le développement de la région et de l'agglomération de Loudéac (CIDERAL) - Loudéac (Côtes-d'Armor),-165,Communauté de communes,48.1740293909,-2.7509754437800003,Loudéac,Côtes-d'Armor
725,,jf00151039.html,Rapport d'observations définitives,28/09/2015,CRC Basse-Normandie Haute-Normandie,Association - Association Â« Maison des Jeunes Â» de Trouville-sur-Mer - Touques (Calvados),-172,Association,49.353602734,0.112669944999,Touques,Calvados
726,2015018,jf00151051.html,Rapport d'observations définitives,01/07/2015,CRC Centre Limousin,Département - Département de Loir-et-Cher - Blois (Loir-et-Cher),-27,Département,47.5817013938,1.30625551583,Blois,Loir-et-Cher
727,2015021,jf00151060.html,Rapport d'observations définitives,04/05/2015,CRC Centre Limousin,Centre communal d'action sociale - CCAS de Bourges - Bourges (Cher),3,Centre communal d'action sociale,47.0749572013,2.4041713755700003,Bourges,Cher
728,2015022,jf00151061.html,Rapport d'observations définitives,18/09/2015,CRC Centre Limousin,Centre intercommunal d'action sociale - Centre intercommunal d'action sociale du Blaisois - Blois (Loir-et-Cher),-131,Centre intercommunal d'action sociale,47.5817013938,1.30625551583,Blois,Loir-et-Cher
729,,jf00151072.html,Rapport d'observations définitives,29/06/2015,CRC Basse-Normandie Haute-Normandie,Etablissement hospitalier public -  Centre hospitalier de Barentin - Barentin (Seine-Maritime),-462,Etablissement hospitalier public,49.5454370326,0.957011967644,Barentin,Seine-Maritime
730,D152291,jf00151075.html,Rapport d'observations définitives,03/07/2015,CRC Auvergne Rhône-Alpes,Département - Conseil général de la Haute Loire - Le Puy-en-Velay (Haute-Loire),-81,Département,45.02763666590001,3.89535229067,Le Puy-en-Velay,Haute-Loire
731,LRR201515,jf00151087.html,Rapport d'observations définitives,27/05/2015,CRC Languedoc-Roussillon,Office public de l'habitat - Office public de l'habitat audois - Carcassonne (Aude),-128,Office public de l'habitat,43.2093798444,2.34398855385,Carcassonne,Aude
732,,jf00151094.html,Rapport d'observations définitives,24/09/2015,CRC Basse-Normandie Haute-Normandie,Etablissement hospitalier public - Centre hospitalier intercommunal Caux Vallée de Seine - Lillebonne (Seine-Maritime),-90,Etablissement hospitalier public,49.5087332809,0.534041811072,Lillebonne,Seine-Maritime
733,D152161,jf00151266.html,Rapport d'observations définitives,25/06/2015,CRC Auvergne Rhône-Alpes,Communauté de communes - Communauté de communes du Pays de Mauriac - Mauriac (Cantal),13,Communauté de communes,45.218322069399996,2.31678475408,Mauriac,Cantal
734,,jf00151512.html,Rapport d'observations définitives,24/09/2015,CRC Basse-Normandie Haute-Normandie,Commune - Le Neubourg -  (Eure),-173,Commune,49.144667,0.8957469999999998,Le Neubourg,Eure
735,15-ROD2-PR-22,jf00151516.html,Rapport d'observations définitives,29/06/2015,CRC Bourgogne Franche-Comté,Etablissement hospitalier public - Centre hospitalier Belfort-Montbéliard - Belfort (Territoire de Belfort),-418,Etablissement hospitalier public,47.647153941400006,6.84541206237,Belfort,Territoire de Belfort
736,15-ROD2-HB-18,jf00151522.html,Rapport d'observations définitives,29/05/2015,CRC Bourgogne Franche-Comté,Centre régional des oeuvres universitaires et scolaires - CROUS de Dijon - Dijon (Côte-d'Or),-282,Centre régional des oeuvres universitaires et scolaires,47.3229437965,5.03788805877,Dijon,Côte-d'Or
737,LRR201517,jf00151577.html,Rapport d'observations définitives,14/08/2015,CRC Languedoc-Roussillon,Société d'économie mixte - SEM ALENIS - Narbonne (Aude),-350,Société d'économie mixte,43.16523998979999,3.02023868739,Narbonne,Aude
738,D152454,jf00151619.html,Rapport d'observations définitives,17/07/2015,CRC Auvergne Rhône-Alpes,Services départementaux d'incendie et de secours - Services départementaux d'incendie et de secours de l'Ardèche - Privas (Ardèche),-47,Services départementaux d'incendie et de secours,44.72253911470001,4.59449538667,Privas,Ardèche
739,2015-17,jf00151765.html,Rapport d'observations définitives,16/07/2015,CRC Champagne-Ardenne Lorraine,Office public de l'habitat - Office public de l'habitat de l'agglomération d'Epinal (OPHAE) - EPINAL (Vosges),-110,Office public de l'habitat,48.16312026560001,6.47989286928,EPINAL,Vosges
740,2015-22,jf00151767.html,Rapport d'observations définitives,31/08/2015,CRC Champagne-Ardenne Lorraine,Etablissement hospitalier public - Centre hospitalier de Lunéville  - EPINAL (Vosges),-452,Etablissement hospitalier public,48.16312026560001,6.47989286928,EPINAL,Vosges
741,2015030,jf00151945.html,Rapport d'observations définitives,17/09/2015,CRC Centre Limousin,Commune - Commune d'Issoudun - Issoudun (Indre),-65,Commune,46.9489390293,2.00053790133,Issoudun,Indre
742,,jf00152188.html,Rapport d'observations définitives,14/09/2015,CRC Ile-de-France,Maison de retraite - Les abondances - Boulogne-Billancourt (Hauts-de-Seine),-99,Maison de retraite,48.8365843138,2.23913599058,Boulogne-Billancourt,Hauts-de-Seine
743,,jf00152190.html,Rapport d'observations définitives,21/09/2015,CRC Ile-de-France,Etablissement hospitalier public - Institut départemental Gustave Baguer - Asnières-sur-Seine (Hauts-de-Seine),-900,Etablissement hospitalier public,48.915353012299995,2.2880384663,Asnières-sur-Seine,Hauts-de-Seine
0,33 017 063,jf00130887.html,Rapport d'observations définitives,1/8/2013,CRC Aquitaine Poitou-Charentes,Bordeaux,50,Commune ,44.8572445351,-0.57369678116,Bordeaux,Gironde
1,,jf00131036.html,Rapport d'observations définitives,1/10/2013,CRC Aquitaine Poitou-Charentes,Bressuire,-118,Commune ,46.8545755683,-0.479375922286,Bressuire,Deux-Sèvres
2,,jf00131118.html,Rapport d'observations définitives,1/15/2013,CRC Aquitaine Poitou-Charentes,Centre régional des oeuvres universitaires et scolaires (CROUS) de Poitiers,-44,Centre régional des oeuvres universitaires et scolaires ,46.5839207726,0.359947653003,Poitiers,Vienne
3,12-0279 R,jf00131124.html,Rapport d'observations définitives,12/3/2013,CRC Ile-de-France,Syndicat intercommunal d'aménagement de réseaux et de cours d'eau (SIARCE),288,Syndicat intercommunal ,48.6034809251,2.46934079002,Corbeil-Essonnes,Essonne
4,,jf00131388.html,Rapport d'observations définitives,1/23/2013,CRC Aquitaine Poitou-Charentes,Centre hospitalier de Jonzac,-240,Etablissement hospitalier public ,45.4419827405,-0.427614839205,Jonzac,Charente-Maritime
5,,jf00131638.html,Rapport d'observations définitives,1/31/2013,CRC Corse,Département de la Haute-Corse,-357,Département ,42.7,9.45,Bastia,Haute-Corse
6,13-ROD2-PYC-01,jf00131816.html,Rapport d'observations définitives,1/16/2013,CRC Bourgogne Franche-Comté,Avallon,23,Commune ,47.4824789933,3.91585953972,Avallon,Yonne
7,2,jf00131838.html,Rapport d'observations définitives,1/16/2013,CRC Centre Limousin,Communaute d'agglomeration castelroussine - Chateauroux ,1,Communauté d'agglomération ,46.8029617828,1.69399812001,Châteauroux,Indre
8,2013-201,jf00131879.html,Rapport d'observations définitives,1/15/2013,CRC Pays de la Loire,Centre hospitalier universitaire de Nantes,-512,Etablissement hospitalier public ,47.2316356767,-1.54831008605,Nantes,Loire-Atlantique
9,1,jf00131889.html,Rapport d'observations définitives,1/16/2013,CRC Centre Limousin,Châteauroux,132,Commune ,46.8029617828,1.69399812001,Châteauroux,Indre
10,12-ROD2-MC-02,jf00131898.html,Rapport d'observations définitives,1/16/2013,CRC Bourgogne Franche-Comté,Digoin,54,Commune ,46.4891651235,4.02511604849,Digoin,Saône-et-Loire
11,12-0271 R,jf00132015.html,Rapport d'observations définitives,1/14/2013,CRC Ile-de-France,Gagny,-47,Commune ,48.8820763119,2.5449484757,Gagny,Seine-Saint-Denis
12,64020409,jf00132180.html,Rapport d'observations définitives,2/19/2013,CRC Aquitaine Poitou-Charentes,Moumour,13,Commune ,43.2105912463,-0.661946566242,Moumour,Pyrénées-Atlantiques
13,2013-202,jf00132185.html,Rapport d'observations définitives,1/21/2013,CRC Pays de la Loire,Comunaute de communes d'Erdre et Gesvres - Grandchamp des Fontaines ,24,Communauté de communes ,47.3606796643,-1.61754475868,Grandchamps-des-Fontaines,Loire-Atlantique
14,G 13-001,jf00132187.html,Rapport d'observations définitives,1/9/2013,CRC La Réunion,Sainte-Marie,-483,Commune ,44.466667,5.475,Sainte-Marie,La Réunion
15,2013-01,jf00132196.html,Rapport d'observations définitives,1/14/2013,CRC Auvergne Rhône-Alpes,Pierre-Bénite,35,Commune ,45.702202274,4.82705049921,Pierre-Bénite,Rhône
16,,jf00132224.html,Rapport d'observations définitives,2/1/2013,CRC Aquitaine Poitou-Charentes,Centre communal d'action sociale de Mont-de-Marsan,-293,Centre communal d'action sociale ,43.899361404,-0.490722577455,Mont-de-Marsan,Landes
17,G 13-034,jf00132296.html,Rapport d'observations définitives,1/29/2013,CRC La Réunion,Saint-Paul,-447,Commune ,43.7,7.116667,Saint-Paul,La Réunion
18,543,jf00132386.html,Rapport d'observations définitives,1/18/2013,CRC Nord-Pas-de-Calais Picardie,Syndicat mixte intercommunal de collecte et de traitement des ordures ménagères des Flandres,-225,Syndicat mixte ,50.7262967113,2.53864301455,Hazebrouck,Nord
19,12-0299 R,jf00132437.html,Rapport d'observations définitives,2/12/2013,CRC Ile-de-France,Paris,-247,Commune ,48.856614,2.3522219,Paris,Paris
20,,jf00132514.html,Rapport d'observations définitives,1/14/2013,CRC Corse,Département de la Corse-du-Sud - Ajaccio ,-214,Département ,41.916667,8.733333,Ajaccio,Corse-du-Sud
21,,jf00132563.html,Rapport d'observations définitives,3/7/2013,CRC Aquitaine Poitou-Charentes,Office public de l'habitat (OPH) de Périgueux,-92,Office public de l'habitat ,45.1918704873,0.711825549847,Périgueux,Dordogne
22,2013-001,jf00132627.html,Rapport d'observations définitives,2/12/2013,CRC Midi-Pyrénées,Luz-Saint-Sauveur,-113,Commune ,42.8320053922,0.0163906780322,Luz-Saint-Sauveur,Hautes-Pyrénées
23,13-ROD2-GF-03,jf00132902.html,Rapport d'observations définitives,1/18/2013,CRC Bourgogne Franche-Comté,Auxerre,-21,Commune ,47.793488225,3.58168281761,Auxerre,Yonne
24,189,jf00133066.html,Rapport d'observations définitives,1/31/2013,CRC Provence-Alpes-Côte d'Azur,Briançon,-576,Commune ,44.8994986041,6.64947524018,Briançon,Hautes-Alpes
25,12-0329 R,jf00133149.html,Rapport d'observations définitives,2/21/2013,CRC Ile-de-France,Cergy,65,Commune ,49.0401131567,2.05082123731,Cergy,Val-d'Oise
26,,jf00133152.html,Rapport d'observations définitives,3/26/2013,CRC Aquitaine Poitou-Charentes,Port d'Arcachon,-44,Régie ,44.6529002838,-1.17429790933,Arcachon,Gironde
27,12-0328 R,jf00133173.html,Rapport d'observations définitives,2/15/2013,CRC Ile-de-France,Communauté d'agglomération de Cergy-Pontoise (CACP),-4,Communauté d'agglomération ,49.0401131567,2.05082123731,Cergy,Val-d'Oise
28,12-0375 R,jf00133174.html,Rapport d'observations définitives,3/27/2013,CRC Ile-de-France,SAEM Val-de-Seine Aménagement,-100,Société d'économie mixte ,48.8365843138,2.23913599058,Boulogne-Billancourt,Hauts-de-Seine
29,,jf00133214.html,Rapport d'observations définitives,1/28/2013,CRC Basse-Normandie Haute-Normandie,Fécamp,-9,Commune ,49.7523245306,0.395297587433,Fécamp,Seine-Maritime
30,33062376,jf00133216.html,Rapport d'observations définitives,4/3/2013,CRC Aquitaine Poitou-Charentes,Saint-Aubin-de-Médoc,-2,Commune ,44.9333497941,-0.748518197327,Saint-Aubin-de-Médoc,Gironde
31,2013-04,jf00133218.html,Rapport d'observations définitives,3/21/2013,CRC Auvergne Rhône-Alpes,Communauté de communes du Massif du Sancy - Le Mont-Dore ,-76,Communauté de communes ,45.5760999131,2.80995918175,Mont-Dore,Puy-de-Dôme
32,2004-2012,jf00133253.html,Rapport d'observations définitives,1/28/2013,CRC Basse-Normandie Haute-Normandie,Carpiquet,-228,Commune ,49.1866163191,-0.451124708669,Carpiquet,Calvados
